Review;SENTIMEN;SOURCE;DATE_REVIEW;MONTH;YEAR;TRIMESTER;CONCAT
Assalamu'alaikum warahmatullahi wa barokatuh saya Nayla?? kenapa saya kasih bintang 4 karena harusnya shopee ini ada foto dari pembelinya agar lebih de l dan lengkap ??????????;POSITIF;SHOPEE;30/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
"Akhir"" ini shopee menyebalkan padahal sudah di update ke versi terbaru ttep ajah lola banget gk muncul gambarnya. Kan jadi kesel ka. Padahal pengen order. Tolong dipebaiki lagi kak. Nnti aku kasih bintang 5.";NEGATIF;SHOPEE;31/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Aplikasi banyak hack... Shopee pay saya di retas,terus di nonaktifkan.. 3 akun shope saya tidak bisa digunakan.lapor ke pihak shopee tidak ada tanggapan;NEGATIF;SHOPEE;01/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Belanja Puas Dengan Shopee,Barang Cepat Datang... Kualitas Barang, MANTAP;POSITIF;SHOPEE;04/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Akun saya tiba tiba di bekukan . Padahal saya ga melanggar . Tadi aja ada yang telpon mengatas namakan shoppe dan saya dapat hadiah . Dan dia juga tau nama saya sama alamat lengkap sama nomor saya . karena saya tidak percaya tiba tiba akun saya di bekukan . Apa akun saya ada yang nge hack;NEGATIF;SHOPEE;07/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Jujur aplikasi shopee sekarang itu jelek banget dan untuk memberikan voucher gratis ongkir pun harus rebutan dulu sama yang lainnya beda sama tahun-tahun sebelumnya yang memberikan voucher gratis ongkir secara cuma-cuma, Kitakan yang sering belanja di shopee butuh voucher itu buat potong ongkir nya apa lagi buat yang pembayaran cod. Kalo kaya gitu mah mending pindah ke LAZADA yang memberi voucher gratis ongkir terus dan tentunya Banyak diskon.;NEGATIF;SHOPEE;08/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Ini kok shoppee paylaterku ga bisa, aplikasi ga jelas;NEGATIF;SHOPEE;13/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Bagus barang nya cepet datang nya tidak mengecewakan belanja di shopee;POSITIF;SHOPEE;18/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Suka belanja dsni tapi lemot banget lama2. Belanja di merchant shopee mart (mall) sudah 2x dibatalkan sepihak dg alasan tidak jelas;NEGATIF;SHOPEE;21/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Shopee super mantap;POSITIF;SHOPEE;23/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Terimakasih atas adanya shopee mau belanja apa aja bisa semuanya ada dishopee. tapi kenapa ya voucher cod nya gak bisa di gunakan. Harus menggunakan shopeepay dulu voucher nya baru bisa digunakan, agak bete dehh.. tolong ditingkatkan lagi ya shopee. Terimakasih ????;POSITIF;SHOPEE;24/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Bagaimana download shopee terbaru yang bisa upload video buat retur barang;POSITIF;SHOPEE;25/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Belanja lebih mudah dtn shopee banyak kupon gratisannya lagi,,mantaplah;POSITIF;SHOPEE;27/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Saya sangat puas belanja di shopee.. Alhamdulillah sejauh ini saya selalu mendapatkan yang terbaik;POSITIF;SHOPEE;28/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
"Awalnya ku pikir bagus tapi buat registrasi rekening aja di puter"". Sampe saya kontak bank nya sudah beres, tapi di shopee lama pelayanan sama pelaporannya.";NEGATIF;SHOPEE;29/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Awalnya suka bngt aku belanja disini...tapi lama2 menurun ...dari reward2nya, masa belanja plus koin harusnya ckup buat pembayaran shopeepay dlu bisa sekarang enggak...intinya aplikasinya jadi super pelit...;NEGATIF;SHOPEE;30/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
masa gratis ongkirnya di banyakin yang SHOPE PAY nggak jelas ni.bilangnya gratis ongkir mana kami bukan pengguna shope pay hanya melongo;NEGATIF;SHOPEE;30/09/2022;September;2022;TRIMESTER3;2022-TRIMESTER3
Pelit koin dan udh gak dpet gratis ongkir lagii.. gratis ongkir cuma untuk shopee pay doank. Huft! Makin lama makin males belanja dshopee mnding di aplikasi blnja lain aja ada gratis ongkirnya.??;NEGATIF;SHOPEE;05/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
SHOPEE menurut ak dh bagus tapi masih ad yang karena gtu masalah koneksi nya jadi untk skarang bntng 4 dlu yh min;POSITIF;SHOPEE;07/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
tidak puas akun saya dibatasi .. ketika mengajukan banding malah ditolak kecewa sekali padahal saya ini sebagai customer selalu percaya kpd pihak shopee tetapi setelah kejadian ini saya kecewa;NEGATIF;SHOPEE;10/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Dimohon untuk pihak shopee saya ingin mengajukan permohonan kalo hasil dari tanam beras Terus jus jambu itu pas dikirimnya di kasih gratis ongkir jangan hrus bayar ongkir juga karena kan tujuan dari nanam beras sama jus jambu itu agar mendatkannya secara gratis tapi ini malah hrus bayar ongkir ya sama aja beli sendiri bukan gratis apalagi ongkirnya yang diatas 15.000 kan rugi sudah nyiram lama lama harus bayar juga mohon dikabulkan permintaan saya ini untuk menggratis ongkir kan hasil dari nanam;NEGATIF;SHOPEE;12/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Ah aplikasi jelek lemot banget;NEGATIF;SHOPEE;15/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Pengalaman belanja di shopee sangat memuaskan.barang yang dijual banyak diskon dan promo,produk pasti sesuai dengan pesanan,pengiriman cepat dan tidak pernah mengecewakan. TERIMA KASIH..;POSITIF;SHOPEE;21/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Shopee keren membantu saya dalam membeli kebutuhan secara cepat;POSITIF;SHOPEE;22/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Selalu berinovasi dan berkembang lebih baik lagi selalu shopee , buka aplikasi mudah mau cari apa mudah , pergunakan voucher juga mudah ,lebih banyak kategori VCR gratis ongkir dan pot harganya ya hihihih seperti dulu.sukses selalu shopee;POSITIF;SHOPEE;23/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Saya suka banget belanja di shopee;POSITIF;SHOPEE;25/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Bagus banget aplikasi shopee bikin kepala saya pusing terima kasih ya;NEGATIF;SHOPEE;26/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Payah.. Tiap ada event server nya nambah buruk. Boro2 mau beli, buka aplikasi nya aja susah. Bangke shopee skr. Mening lapak ijo;NEGATIF;SHOPEE;30/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Puas banget belanja disini,saran aku kalau mau belanja pinter≤ nyari voucher yah,biar ongkirnya murah,Terus Jan lupa cari discount yang gede≤,aku kemaren beli sneakers harga normal 300k,eh ada flashsale jadi 35k doang!kece abos dah!,buruan download shopee Terus beli barang sebanyak≤nya biar cepet naek level,buat apa?biar dapat voucher sebanyak≤nya!!;POSITIF;SHOPEE;31/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Gk bisa beli diamond lagi huu aplikasi   shopee pay gw 500K mao gw tarik gk bisa;NEGATIF;SHOPEE;01/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Makin lama kelamaan shopee makin pelit aja nih gratis ongkirnya Dan skarenag shopee itu harus minimal belanja 50rb lagi dari 30rb.. Kalau kek gini jadi agak males;NEGATIF;SHOPEE;01/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Kekurangan shopee, shopee harus di update terus;POSITIF;SHOPEE;05/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Sekarang shopee ku lancar;POSITIF;SHOPEE;05/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Saya udh ga suka aplikasi shopee karena shopee tanam kilat menitnya yang awalnya 10 menit jadi 4 menit mau logout juga gak keburu sebelin ah;NEGATIF;SHOPEE;06/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Aplikasi kopet... Masak dipakai beli pulsa g bisa, muncul tulisan anda telah memenuhi kuota pembelian har ini...?????????????????????????????????????????????????????????????????????? Mau ditransfer ke Bank ribet ny... proses verifikasi lelet... Ribet dah pakai shopee ...????????????;NEGATIF;SHOPEE;13/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
TOLONG VOUCHER GRATIS ONGKIRNYA JANGAN CUMA UNTUK SHOPEE PAY AJA, AKU PENGGUNA SETIA SHOPEE :'(;NEGATIF;SHOPEE;15/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
"Selamat sore shopee . Saya perhatikan aplikasi ini setelah update makin berat untuk di gunakan, harusnya makin gampang dan praktis, untuk membuka 1 produk saja lambat sekali. Mohon setiap melakukan pembaruan di permudah penggunaanya.. dan fitur"" yang sekirany tidak berguna di hilangkn saja";NEGATIF;SHOPEE;17/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Hih komunitas shopee nya gak sabaraan;NEGATIF;SHOPEE;18/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Balikin saldo shopee pay w,,ngisi shopepay kok ndak bisa login..ket f02;NEGATIF;SHOPEE;19/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
saya sk blnja di shopee ga perlu keluar rmh ttinggal pesen barang dateng??????????;POSITIF;SHOPEE;02/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
Berbelanja di shopee sangat menguntungkan dari segi harga dan gratis ongkir setiap harinya, dan untuk pencarian barang yang tidak ada di daerah saya dapat di cari di shopee dan banyak lagi barang yang ditawarkan. Trims shopee.;POSITIF;SHOPEE;03/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
enak belanja pakai shopee;POSITIF;SHOPEE;13/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
Saya kasih bintang lima (5) buat aplikasi shopee nya . Sangat rekomendasi banget deh tidak mengecewakan pelanggannya.???? Terimakasih Shopee.???? Tambahin lagi bonus nya buat saya ya kak.???? Tapi saya belanja di Shopee belum pernah dapat hadiah HP Canggih sih kak.;POSITIF;SHOPEE;16/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
Tidak suka sama pengiriman Shopee experss suka nanya alamat tapi marah2 di kasih tau ngeyel.. Masih mending j&t baik ramah;NEGATIF;SHOPEE;21/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
Lumayan deh shopee sekarang sering2 bikin event ya;POSITIF;SHOPEE;24/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
Aplikasi bodoh....gw waktu 12.12 begadang buat dapatin diskon tapi alamat gk tertera di shopee udh seneng diskon tapi bege banget;NEGATIF;SHOPEE;30/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
gila jadi deg2an gak sih? tp ini kaya gimana ya, untung ane ga pernah pake tokped sih gan;NEGATIF;TOKOPEDIA;04/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Pemesanan dan program pemerintah di rumah aja tambah makin enak;POSITIF;TOKOPEDIA;05/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
astagfirullah ;NEGATIF;TOKOPEDIA;08/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Saya udh kecewa banget... Uang saya belum kembali soal pesanan;NEGATIF;TOKOPEDIA;13/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
KECEWA DENGAN PERUBAHAN EKSPEDISI PENGIRIMANNYA!!!!!!!! BUKANNYA CEPET MALAH TAMBAH LAMA, BUKANNYA ONGKIRNYA MURAH MALAH MAHAL!!!!!!!!;NEGATIF;TOKOPEDIA;16/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
"No system is safe

Quote film ""who am I""

Rutin mengganti password aja cuma memperkecil resiko walaupun resiko tetap ada. Dulu ane kerja di Bank ada peraturan seminggu sekali ganti password. Karena akun ane bisa akses semua data nasabah.";NEGATIF;TOKOPEDIA;23/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Tambahin promo min;POSITIF;TOKOPEDIA;09/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
Aplikasinya sering eror bikin pusing susah bayar susah pencarian juga;NEGATIF;TOKOPEDIA;14/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
"nah loe toped napa kecolongan bgini

";NEGATIF;TOKOPEDIA;18/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
Asli ini ngeri gan;NEGATIF;TOKOPEDIA;19/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
haaah bisa kecolongan, banyak yg panik termsuk ane wakakka;NEGATIF;TOKOPEDIA;09/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
"Mampuus lu.. tdk bertanggung jawab dana Triliyunan, tpi tdk bisa menjaga Data"" penting pelanggannya.. itu semberono namanya yg ad mlh merugikan pra pelanggan..";NEGATIF;TOKOPEDIA;14/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Terima kasih sudah membantu saya;POSITIF;TOKOPEDIA;18/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Harus ini bajingan orang yang bocorkan data di tokopedia;NEGATIF;TOKOPEDIA;18/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Bagus untuk semua orang ya...;POSITIF;TOKOPEDIA;28/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
wah repot ini apa jangan2 punyaku juga kena ya...soalnya ane mau chat penguna selalu eror trs dan barang di keranjang g bisa dibuka trs di list juga g bisa dibuka..wah repot lagi ini..;NEGATIF;TOKOPEDIA;04/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
Aku sukanya kalau ada cod...dan barangnya sesuai gambar setiap aku pesan...no tipu2.????????????????????????;POSITIF;TOKOPEDIA;10/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
bahaya kalau bisa merembet kemana mana gan. sudahlah para hacker.. pensiunlah kalian;NEGATIF;TOKOPEDIA;13/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
nanti kalo amit2 sdh hilang di telan corona.;NEGATIF;TOKOPEDIA;18/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
jadi takut anjir gw jg pengguna;NEGATIF;TOKOPEDIA;05/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Kadang lemot banget.. tapi overall sudah baik..;POSITIF;TOKOPEDIA;12/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
sangat membantu buat kaum mager keluar wkwk;POSITIF;TOKOPEDIA;15/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Sejauh ini semua pesanan bagus, mudah2n kedepan pelayanan lebih matang lagi, lebih mantap lagi, lebih melindungi konsumen;POSITIF;TOKOPEDIA;18/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
sudah langganan belanja disini;POSITIF;TOKOPEDIA;21/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Aku suka sekali;POSITIF;TOKOPEDIA;25/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
kita bisa tuntut tokped harusnya ya klo data ampe bocor gitu..;NEGATIF;TOKOPEDIA;25/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Loadingnya biasa agak lama, meski pakai wifi ataupun pakait data;POSITIF;TOKOPEDIA;26/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
gak usah ngurusin perusahaan lain. urusin noh kartumu banyak yg komplain.;NEGATIF;TOKOPEDIA;29/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Pengalaman baru di era new normal.. Seru juga belanja di aplikasi ini;POSITIF;TOKOPEDIA;31/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
bagus dan mantap;POSITIF;TOKOPEDIA;02/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
"waduh ane pengguna tokoijo 
";NEGATIF;TOKOPEDIA;09/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Kelebihan: Barang yang dijual lengkap dari dalam sampai luat negeri ada. Proses pembayarannya mudah dan aman. Kekurangan: Sering loading lama banget cuman mau masukin barang ke keranjang.. padahal sudah di bersihkan chace nya :( **Tambahan: sudah versi terbaru plus clear chace admin, tapi masih aja lo...Ulasan Lengkap;POSITIF;TOKOPEDIA;14/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Penjilat es krim;NEGATIF;TOKOPEDIA;17/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
sampai saat ini cukup bagus;POSITIF;TOKOPEDIA;18/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
kasihan yang seller, hasil jualan mereka kan gak langsung cair;NEGATIF;TOKOPEDIA;19/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
 jangan cuma garang nangkepin penulis baliho puan doang dong;NEGATIF;TOKOPEDIA;20/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Oke punya  deh top;POSITIF;TOKOPEDIA;27/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Masih jadi yang terbaik, dengan keamanan dan kenyamanan yang luar biasa;POSITIF;TOKOPEDIA;02/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Lebih mudah memilih smw kebutuhan, banyak gratis ongkirY...;POSITIF;TOKOPEDIA;03/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Mantap..banyakin gratis ongkir;POSITIF;TOKOPEDIA;06/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Aplikasi belanja yang sangat efektif dan bermanfaat.;POSITIF;TOKOPEDIA;11/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Belanja mudah, harga bersaing, bnyak voucher terutama free ongkir. tapi hrus teliti beli barang murah, heheh, kualitas sesuai harga;POSITIF;TOKOPEDIA;13/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Keren abis nih;POSITIF;TOKOPEDIA;19/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Respon cepat...ongkir harus lebih murah lagi;POSITIF;TOKOPEDIA;20/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
"waduh bahaya
ane ganti dlu dah pass punya ane";NEGATIF;TOKOPEDIA;24/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Waduh bahaya;NEGATIF;TOKOPEDIA;05/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Kasi bintang 4 aja,soalnya saat masuk cari produk gd mau muncul.tolong diperbaiki donk.;POSITIF;TOKOPEDIA;08/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
"Saldo sih gaada
Tapi serem klo data pribadi dibuat yg engga≤
";NEGATIF;TOKOPEDIA;10/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Hayoloh gimana dong ini, pindah toko sebelah dah;NEGATIF;TOKOPEDIA;10/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Iya dapet notif fb sama ig nih parah;NEGATIF;TOKOPEDIA;12/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
duh padahal marketplace kesayangann, beli apa2 disitu smua;NEGATIF;TOKOPEDIA;14/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Barang nya baguss;POSITIF;TOKOPEDIA;20/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
"Untung Ane ndak pakek aplikasi enih lagi...

";NEGATIF;TOKOPEDIA;21/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Apakah kalau beli barang di sini harus share lokasi??? Soal nya gak pernah beli online;POSITIF;TOKOPEDIA;30/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Aplikasi bagus.. Sangat membantu..;POSITIF;TOKOPEDIA;12/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
haduh serem....jadi gimana biar data kita aman ?;NEGATIF;TOKOPEDIA;14/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Belanja online lebih mudah;POSITIF;TOKOPEDIA;15/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Waduh cilaka neh;NEGATIF;TOKOPEDIA;25/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Lumayan okelaa;POSITIF;TOKOPEDIA;06/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
kok ga ada kode pos kota/kelurahan tertentu ya?;POSITIF;TOKOPEDIA;14/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
ah goblok gimana sih masa bocor!!!;NEGATIF;TOKOPEDIA;15/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Manajemen negara amburadul. Sementara konflik militer indocina vs indopasifik makin mendekati masa genting. Mungkin memang niatnya penguasa negara mengorbankan rakyat demi nyawa keluarga 'tukang' yang cuma segelintir;NEGATIF;TOKOPEDIA;16/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
"Mempermudah belanja,,,,sayakn orangnya jarang kemana""";POSITIF;TOKOPEDIA;26/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Bagus banget aplikasinya ;POSITIF;TOKOPEDIA;02/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Blokir/Uninstall tokopedia.;NEGATIF;TOKOPEDIA;02/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Bagus hanya saja kadang suka loading lama;POSITIF;TOKOPEDIA;19/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
njirrr,data gw,no kartu,email,saldo gw d toped gmn nh,ikut kabur gak ????????;NEGATIF;TOKOPEDIA;23/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Biarkan evolution by natural selection berjalan & mengambil korbannya.;NEGATIF;TOKOPEDIA;09/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
lumamayan membantu untuk beli barang gak usah pergi2 tingal pesan sajah pengiriman jga cepAtt...;POSITIF;TOKOPEDIA;10/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
mampus lu;NEGATIF;TOKOPEDIA;12/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Sebenarnya lumayan bagus, cuma semakin lama dibuka semakin lambat;POSITIF;TOKOPEDIA;15/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
alhamdulillah aplikasi yang amanah;POSITIF;TOKOPEDIA;23/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Bagus banget,tapi kadang kadang loading terus;POSITIF;TOKOPEDIA;17/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
sampah sampah cyber itu memang berkelompok... harus di tangkap kelompoknya, bukan individu, atau malah blokir website wkwkwkw;NEGATIF;TOKOPEDIA;18/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Untung gak pernah belanja di tokopedia.;NEGATIF;TOKOPEDIA;18/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Harga produk bagus Produk original;POSITIF;TOKOPEDIA;19/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Selama ini barang yang dicari selalu ada;POSITIF;TOKOPEDIA;24/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
waww mengerikan;NEGATIF;TOKOPEDIA;03/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Waduhhh.. bocorrrr.. hmmmmm parah jugaaa;NEGATIF;TOKOPEDIA;03/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Senang sekali;POSITIF;TOKOPEDIA;15/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Wah.. saya bocor di 3 platform.. pakein No Drop aja kak?;NEGATIF;TOKOPEDIA;19/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Bajigur emang. Paling males tuh data kita yang diperjualbelikan seharga $5000. Password masih bisa diganti2 tapi data diri itu lho takutnya salah digunakan. ;NEGATIF;TOKOPEDIA;25/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Waduhh....;NEGATIF;TOKOPEDIA;01/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Memuaskan selama ini;POSITIF;TOKOPEDIA;04/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
bagus..... banget nget nget tapi ongkir ny suka ada yang mahal≤;POSITIF;TOKOPEDIA;13/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
"Bahaya nih.

Tapi ntar dulu ganti password.";NEGATIF;TOKOPEDIA;13/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
"Dan aku salah satu pengguna.

Kampret";NEGATIF;TOKOPEDIA;15/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Harga murah . cepat sampai.banyakin gratis ongkir jangan mahal2 ongkirnya biar yang belanja lebih bnyak;POSITIF;TOKOPEDIA;18/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Udah seminggu baru 6 pesan spam;NEGATIF;TOKOPEDIA;26/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Gw pngguna tokoped sbgai konsumen.. Jadi khawatir juga, email dan hp pribadi di gunakan di stu .;NEGATIF;TOKOPEDIA;29/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
anjir. kok toped kena;NEGATIF;TOKOPEDIA;02/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasi sangat bagus dan banyak bonus??;POSITIF;TOKOPEDIA;03/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
"Say termasuk pengguna Tokopedia&say salh satu korban hacker jg.. HACKER=>COVID19 (sama2 bahayanya) 
orang sehat bisa tertular &bisa menularkan dikarnkn hasut di hasutkan... ";NEGATIF;TOKOPEDIA;06/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
"Wah, jgn2 punya ane juga nih
";NEGATIF;TOKOPEDIA;29/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
yg bikin ngeri kan klo pernah transaksi pake kartu kredit;NEGATIF;TOKOPEDIA;09/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
otw unistal tokepedia;NEGATIF;TOKOPEDIA;18/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Sangat memuaskan;POSITIF;TOKOPEDIA;19/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
"apa lagi diriku,
mau download apl nya aja males";NEGATIF;TOKOPEDIA;19/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
dulu juga pernah toped kena hack, dah lama juga..ini muncul lagi, ;NEGATIF;TOKOPEDIA;23/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Gratis ongkirnya suka hilang hilang cuma itu yang kurang aku suka jadi kasih bintang 4 saja dulu;POSITIF;TOKOPEDIA;25/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Kecewa Katanya gratis ongkir . Ternyata mahalnya. Gak bisa bayar di tempat pula;NEGATIF;TOKOPEDIA;27/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Aplikasi terbaik tapi coba deh buat flash salenya dibanyakin stoknya suka ga dapat;POSITIF;TOKOPEDIA;27/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
"wah kacau gan, emang bahaya sih nyimpan hal-hal pribadi apalagi privasi,

semoga cepet membaik dah ya gan,";NEGATIF;TOKOPEDIA;06/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Faakk, semuanya diroasting bangkee;NEGATIF;TOKOPEDIA;12/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
pengiriman ok ,kurirnya ok ok .;POSITIF;TOKOPEDIA;15/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
